sex,marstat,ehg3_01,mar_110,prv,famincg2,gender,marital,edu,employment,province,income
2,1,6,1,35,6,female,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,Ontario,"High family Income: above $10,000"
1,1,3,6,59,4,male,Married,Trade certificate or diploma,Retired,British Columbia,"Middle family Income: $60,000 - $10,000"
2,1,2,5,10,6,female,Married,High school diploma or high school equivalency certificate,Household work,Newfoundland and Labroador,"High family Income: above $10,000"
1,6,1,3,47,6,male,"Single, never married",Less than high school diploma or its equivalent,Going to school,Saskatchewan,"High family Income: above $10,000"
1,1,2,1,35,6,male,Married,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Ontario,"High family Income: above $10,000"
1,4,2,1,13,3,male,Separated,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,New Brunswick,"Low family Income: below $60,000"
2,6,2,1,35,1,female,"Single, never married",High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Ontario,"Low family Income: below $60,000"
2,1,7,6,35,5,female,Married,"University certificate, diploma or degree above the bach. . .",Retired,Ontario,"High family Income: above $10,000"
2,1,2,6,35,3,female,Married,High school diploma or high school equivalency certificate,Retired,Ontario,"Low family Income: below $60,000"
2,6,6,1,13,2,female,"Single, never married","Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,New Brunswick,"Low family Income: below $60,000"
2,1,7,1,59,6,female,Married,"University certificate, diploma or degree above the bach. . .",Working at a paid job or self-employed,British Columbia,"High family Income: above $10,000"
2,1,6,1,35,5,female,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,Ontario,"High family Income: above $10,000"
2,1,2,1,10,5,female,Married,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Newfoundland and Labroador,"High family Income: above $10,000"
2,1,6,6,13,6,female,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Retired,New Brunswick,"High family Income: above $10,000"
2,3,4,6,13,1,female,Widowed,"College, CEGEP or other non-university certificate or di. . .",Retired,New Brunswick,"Low family Income: below $60,000"
1,1,3,1,24,3,male,Married,Trade certificate or diploma,Working at a paid job or self-employed,Quebec,"Low family Income: below $60,000"
1,1,5,1,24,4,male,Married,University certificate or diploma below the bachelor’s level,Working at a paid job or self-employed,Quebec,"Middle family Income: $60,000 - $10,000"
2,1,5,1,12,6,female,Married,University certificate or diploma below the bachelor’s level,Working at a paid job or self-employed,Nova Scotia,"High family Income: above $10,000"
2,6,6,1,59,1,female,"Single, never married","Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,British Columbia,"Low family Income: below $60,000"
2,1,3,1,10,6,female,Married,Trade certificate or diploma,Working at a paid job or self-employed,Newfoundland and Labroador,"High family Income: above $10,000"
1,2,6,1,59,2,male,Living common-law,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,British Columbia,"Low family Income: below $60,000"
1,2,6,1,24,5,male,Living common-law,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,Quebec,"High family Income: above $10,000"
1,6,2,6,24,1,male,"Single, never married",High school diploma or high school equivalency certificate,Retired,Quebec,"Low family Income: below $60,000"
1,6,3,3,24,2,male,"Single, never married",Trade certificate or diploma,Going to school,Quebec,"Low family Income: below $60,000"
2,1,1,4,48,3,female,Married,Less than high school diploma or its equivalent,Household work,Alberta,"Low family Income: below $60,000"
1,1,6,1,35,5,male,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,Ontario,"High family Income: above $10,000"
2,2,5,1,35,5,female,Living common-law,University certificate or diploma below the bachelor’s level,Working at a paid job or self-employed,Ontario,"High family Income: above $10,000"
1,6,5,3,12,6,male,"Single, never married",University certificate or diploma below the bachelor’s level,Going to school,Nova Scotia,"High family Income: above $10,000"
2,6,2,6,24,2,female,"Single, never married",High school diploma or high school equivalency certificate,Retired,Quebec,"Low family Income: below $60,000"
1,1,4,6,24,5,male,Married,"College, CEGEP or other non-university certificate or di. . .",Retired,Quebec,"High family Income: above $10,000"
1,1,1,6,48,4,male,Married,Less than high school diploma or its equivalent,Retired,Alberta,"Middle family Income: $60,000 - $10,000"
1,5,7,1,35,6,male,Divorced,"University certificate, diploma or degree above the bach. . .",Working at a paid job or self-employed,Ontario,"High family Income: above $10,000"
1,5,4,1,35,5,male,Divorced,"College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,Ontario,"High family Income: above $10,000"
2,1,5,1,24,4,female,Married,University certificate or diploma below the bachelor’s level,Working at a paid job or self-employed,Quebec,"Middle family Income: $60,000 - $10,000"
2,1,6,1,12,6,female,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,Nova Scotia,"High family Income: above $10,000"
2,5,2,6,46,2,female,Divorced,High school diploma or high school equivalency certificate,Retired,Manitoba,"Low family Income: below $60,000"
1,1,6,1,35,5,male,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,Ontario,"High family Income: above $10,000"
2,3,1,6,24,1,female,Widowed,Less than high school diploma or its equivalent,Retired,Quebec,"Low family Income: below $60,000"
2,6,1,3,46,3,female,"Single, never married",Less than high school diploma or its equivalent,Going to school,Manitoba,"Low family Income: below $60,000"
1,1,2,1,11,3,male,Married,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Prince Edward Island,"Low family Income: below $60,000"
2,3,4,6,35,6,female,Widowed,"College, CEGEP or other non-university certificate or di. . .",Retired,Ontario,"High family Income: above $10,000"
2,6,2,6,10,2,female,"Single, never married",High school diploma or high school equivalency certificate,Retired,Newfoundland and Labroador,"Low family Income: below $60,000"
2,6,2,3,35,6,female,"Single, never married",High school diploma or high school equivalency certificate,Going to school,Ontario,"High family Income: above $10,000"
1,6,6,1,46,3,male,"Single, never married","Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,Manitoba,"Low family Income: below $60,000"
1,1,3,6,35,5,male,Married,Trade certificate or diploma,Retired,Ontario,"High family Income: above $10,000"
2,6,5,1,24,5,female,"Single, never married",University certificate or diploma below the bachelor’s level,Working at a paid job or self-employed,Quebec,"High family Income: above $10,000"
1,5,1,1,24,2,male,Divorced,Less than high school diploma or its equivalent,Working at a paid job or self-employed,Quebec,"Low family Income: below $60,000"
2,5,4,1,59,6,female,Divorced,"College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,British Columbia,"High family Income: above $10,000"
1,1,5,1,35,6,male,Married,University certificate or diploma below the bachelor’s level,Working at a paid job or self-employed,Ontario,"High family Income: above $10,000"
1,2,4,1,24,6,male,Living common-law,"College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,Quebec,"High family Income: above $10,000"
1,1,2,6,59,6,male,Married,High school diploma or high school equivalency certificate,Retired,British Columbia,"High family Income: above $10,000"
1,1,1,1,46,2,male,Married,Less than high school diploma or its equivalent,Working at a paid job or self-employed,Manitoba,"Low family Income: below $60,000"
2,1,7,6,12,5,female,Married,"University certificate, diploma or degree above the bach. . .",Retired,Nova Scotia,"High family Income: above $10,000"
2,3,2,6,12,1,female,Widowed,High school diploma or high school equivalency certificate,Retired,Nova Scotia,"Low family Income: below $60,000"
1,1,2,1,13,6,male,Married,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,New Brunswick,"High family Income: above $10,000"
2,6,2,1,35,2,female,"Single, never married",High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Ontario,"Low family Income: below $60,000"
2,6,6,6,35,3,female,"Single, never married","Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Retired,Ontario,"Low family Income: below $60,000"
1,1,3,6,48,3,male,Married,Trade certificate or diploma,Retired,Alberta,"Low family Income: below $60,000"
2,1,2,1,59,6,female,Married,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,British Columbia,"High family Income: above $10,000"
1,1,3,1,35,5,male,Married,Trade certificate or diploma,Working at a paid job or self-employed,Ontario,"High family Income: above $10,000"
2,1,3,6,10,5,female,Married,Trade certificate or diploma,Retired,Newfoundland and Labroador,"High family Income: above $10,000"
2,2,2,1,48,2,female,Living common-law,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Alberta,"Low family Income: below $60,000"
2,1,6,6,47,3,female,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Retired,Saskatchewan,"Low family Income: below $60,000"
1,6,6,1,10,6,male,"Single, never married","Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,Newfoundland and Labroador,"High family Income: above $10,000"
1,1,2,6,48,6,male,Married,High school diploma or high school equivalency certificate,Retired,Alberta,"High family Income: above $10,000"
2,1,6,1,24,6,female,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,Quebec,"High family Income: above $10,000"
2,1,7,1,11,6,female,Married,"University certificate, diploma or degree above the bach. . .",Working at a paid job or self-employed,Prince Edward Island,"High family Income: above $10,000"
1,1,3,1,47,3,male,Married,Trade certificate or diploma,Working at a paid job or self-employed,Saskatchewan,"Low family Income: below $60,000"
2,2,1,4,10,5,female,Living common-law,Less than high school diploma or its equivalent,Household work,Newfoundland and Labroador,"High family Income: above $10,000"
2,5,4,6,10,2,female,Divorced,"College, CEGEP or other non-university certificate or di. . .",Retired,Newfoundland and Labroador,"Low family Income: below $60,000"
2,6,6,3,35,4,female,"Single, never married","Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Going to school,Ontario,"Middle family Income: $60,000 - $10,000"
2,4,4,1,59,2,female,Separated,"College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,British Columbia,"Low family Income: below $60,000"
2,6,2,3,35,1,female,"Single, never married",High school diploma or high school equivalency certificate,Going to school,Ontario,"Low family Income: below $60,000"
1,6,6,1,10,3,male,"Single, never married","Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,Newfoundland and Labroador,"Low family Income: below $60,000"
1,6,6,1,59,1,male,"Single, never married","Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,British Columbia,"Low family Income: below $60,000"
2,1,3,6,59,4,female,Married,Trade certificate or diploma,Retired,British Columbia,"Middle family Income: $60,000 - $10,000"
2,1,1,6,59,2,female,Married,Less than high school diploma or its equivalent,Retired,British Columbia,"Low family Income: below $60,000"
2,3,6,1,24,3,female,Widowed,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,Quebec,"Low family Income: below $60,000"
1,1,5,6,47,3,male,Married,University certificate or diploma below the bachelor’s level,Retired,Saskatchewan,"Low family Income: below $60,000"
1,1,7,1,47,6,male,Married,"University certificate, diploma or degree above the bach. . .",Working at a paid job or self-employed,Saskatchewan,"High family Income: above $10,000"
